Channel_Name,Channel_ID,Date_of_Publishing,Hour_GMT2,Title,Description,Tags,video_type,View_Count,Like_Count,Comment_Count,Favorite_Count,Definition,Has_Captions,Licensed_Content,Topic_Categories,Names_Extracted,Video_ID,Duration,Thumbnail_URL
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-07-28,13:00,"Lekarz mówi: ""Proszę o siebie dbać"". Ale co to właściwie znaczy? - dr Tadeusz Oleszczuk",,"podcast, cyprian majcher, wywiad, zdrowie, styl życia, dieta, sen, regeneracja, mikrobiom, Tadeusz Oleszczuk, ginekologia, profilaktyka, odporność, energia, dobre samopoczucie, równowaga, ciało i umysł, zdrowe nawyki, rozwój osobisty, zdrowa dieta, zdrowy styl życia, dr tadeusz oleszczuk",shorts,7185,171,2,0,hd,false,True,27,Tadeusz Oleszczuk,QaTzbSYjOUo,PT59S,https://i.ytimg.com/vi/QaTzbSYjOUo/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-07-28,11:00,"Po co pytać o dietę, skoro łatwiej wypisać lek? - dr Tadeusz Oleszczuk",,"podcast, cyprian majcher, wywiad, zdrowie, styl życia, dieta, sen, regeneracja, mikrobiom, Tadeusz Oleszczuk, ginekologia, profilaktyka, odporność, energia, dobre samopoczucie, równowaga, ciało i umysł, zdrowe nawyki, rozwój osobisty, zdrowa dieta, zdrowy styl życia, dr tadeusz oleszczuk",shorts,7264,258,5,0,hd,false,True,27,Tadeusz Oleszczuk,KfAd1-V66Kc,PT39S,https://i.ytimg.com/vi/KfAd1-V66Kc/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-07-28,09:01,To nie twoja wina. System zarabia na twojej chorobie - dr Tadeusz Oleszczuk,,"podcast, cyprian majcher, wywiad, zdrowie, styl życia, dieta, sen, regeneracja, mikrobiom, Tadeusz Oleszczuk, ginekologia, profilaktyka, odporność, energia, dobre samopoczucie, równowaga, ciało i umysł, zdrowe nawyki, rozwój osobisty, zdrowa dieta, zdrowy styl życia, dr tadeusz oleszczuk",shorts,7005,179,8,0,hd,false,True,27,Tadeusz Oleszczuk,yO7FHP4TfMA,PT30S,https://i.ytimg.com/vi/yO7FHP4TfMA/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-07-28,07:00,"Pacjentki krążą między lekarzami, a nikt nie mówi dlaczego - dr Tadeusz Oleszczuk",,"podcast, cyprian majcher, wywiad, zdrowie, styl życia, dieta, sen, regeneracja, mikrobiom, Tadeusz Oleszczuk, ginekologia, profilaktyka, odporność, energia, dobre samopoczucie, równowaga, ciało i umysł, zdrowe nawyki, rozwój osobisty, zdrowa dieta, zdrowy styl życia, dr tadeusz oleszczuk",shorts,6502,198,0,0,hd,false,True,27,Tadeusz Oleszczuk,T0MHGuz6dqU,PT36S,https://i.ytimg.com/vi/T0MHGuz6dqU/default.jpg
Bez Tajemnic,UC3nR9oo0Yg95FTO9DcuQaSg,2025-07-30,16:00,"""FETYSZE JAPONEK: DLACZEGO SIĘ TAM NIE GOLĄ  - POWIEM JAK JEST"" PÓŁ POLAK PÓŁ JAPOŃCZYK SZCZERZE ","Trzydziesty pierwszy odcinek siódmego sezonu podcastu ""Bez Tajemnic"" w którym rozmawiałem z Gabrielem Hyodo, który jest pół Polakiem, pół Japończykiem. Pamiętajcie, że podcasty możecie odsłuchać również na Spotify!

Linki do SM gościa:
https://www.youtube.com/@UCgVfGIdKmchh1uyPNFaQrYg 
https://www.instagram.com/gabriel_hyodo","beztajemnic, bez tajemnic, podcast, wywiad, ciekawe, podcasty, dlaciebie, fyp, sprawdzam jak, dymitr, opowieści, słuchanie, polska, wywiady, gwiazdy, japonia, japończycy, Gabriel hyodo, nie golą",long,10330,862,87,0,hd,false,True,22,"Bez Tajemnic, Gabrielem Hyodo",QxvVZra_JfQ,PT1H13M24S,https://i.ytimg.com/vi/QxvVZra_JfQ/default.jpg
Bez Tajemnic,UC3nR9oo0Yg95FTO9DcuQaSg,2025-07-29,16:30,POWRÓT DO SPRAWY ANDRZEJA LEPPERA #podcast #shorts,#podcast #shorts,"beztajemnic, bez tajemnic, podcast, wywiad, ciekawe, podcasty, dlaciebie, fyp, sprawdzam jak, dymitr, opowieści, słuchanie, polska, wywiady, gwiazdy",shorts,10428,184,6,0,hd,false,True,22,,FfC82sADJzs,PT56S,https://i.ytimg.com/vi/FfC82sADJzs/default.jpg
Bez Tajemnic,UC3nR9oo0Yg95FTO9DcuQaSg,2025-07-29,11:45,ZAINTERESOWANIE SPRAWĄ ANDRZEJA LEPPERA #podcast #shorts,#podcast #shorts,"beztajemnic, bez tajemnic, podcast, wywiad, ciekawe, podcasty, dlaciebie, fyp, sprawdzam jak, dymitr, opowieści, słuchanie, polska, wywiady, gwiazdy",shorts,4415,93,1,0,hd,false,True,22,,JsfvqAGbBD4,PT50S,https://i.ytimg.com/vi/JsfvqAGbBD4/default.jpg
Bez Tajemnic,UC3nR9oo0Yg95FTO9DcuQaSg,2025-07-29,05:15,PRAWDA PONAD WSZYSTKO #podcast #shorts,#podcast #shorts,"beztajemnic, bez tajemnic, podcast, wywiad, ciekawe, podcasty, dlaciebie, fyp, sprawdzam jak, dymitr, opowieści, słuchanie, polska, wywiady, gwiazdy",shorts,8699,170,3,0,hd,false,True,22,,OzEhyDNVJpA,PT54S,https://i.ytimg.com/vi/OzEhyDNVJpA/default.jpg
Bez Tajemnic,UC3nR9oo0Yg95FTO9DcuQaSg,2025-07-28,16:45,KTO POWINIEN RZĄDZIĆ POLSKĄ #podcast #shorts,#podcast #shorts,"beztajemnic, bez tajemnic, podcast, wywiad, ciekawe, podcasty, dlaciebie, fyp, sprawdzam jak, dymitr, opowieści, słuchanie, polska, wywiady, gwiazdy",shorts,5895,153,9,0,hd,false,True,22,,ybJIrZKEKhM,PT1M,https://i.ytimg.com/vi/ybJIrZKEKhM/default.jpg
Bez Tajemnic,UC3nR9oo0Yg95FTO9DcuQaSg,2025-07-28,10:30,INWIGILACJA ANDRZEJA LEPPERA #podcast #shorts,#podcast #shorts,"beztajemnic, bez tajemnic, podcast, wywiad, ciekawe, podcasty, dlaciebie, fyp, sprawdzam jak, dymitr, opowieści, słuchanie, polska, wywiady, gwiazdy",shorts,4468,87,3,0,hd,false,True,22,,OCJA3UVOukw,PT1M,https://i.ytimg.com/vi/OCJA3UVOukw/default.jpg
Bez Tajemnic,UC3nR9oo0Yg95FTO9DcuQaSg,2025-07-28,05:45,ZWIĄZKI DONALDA TUSKA #podcast #shorts,#podcast #shorts,"beztajemnic, bez tajemnic, podcast, wywiad, ciekawe, podcasty, dlaciebie, fyp, sprawdzam jak, dymitr, opowieści, słuchanie, polska, wywiady, gwiazdy",shorts,12622,329,7,0,hd,false,True,22,,n_g9UXlGN2A,PT56S,https://i.ytimg.com/vi/n_g9UXlGN2A/default.jpg
Ania Kolasinska Szemraj,UCR65XPQSlBKYpNsCYXgAk8w,2025-07-30,16:21,Czego boi się Putin? #putin #rosja #arletabojke,,,long,2941,58,0,0,hd,false,True,27,,dWJNQFZQJBw,PT1M7S,https://i.ytimg.com/vi/dWJNQFZQJBw/default.jpg
Ania Kolasinska Szemraj,UCR65XPQSlBKYpNsCYXgAk8w,2025-07-30,16:00,PUTIN się nie cofnie. Czy Polska jest następna? Mocne słowa Arlety Bojke.,"PUTIN się nie cofnie. Czy Polska jest następna? Mocne słowa Arlety Bojke.

W tym przejmującym odcinku podcastu „Rozmowy w dresie” gościnią jest dziennikarka i ekspertka ds. Wschodu – Arleta Bojke, która przez lata relacjonowała wydarzenia z Rosji i Ukrainy. Rozmawiamy o najbardziej realnych i najbardziej niepokojących scenariuszach: co się stanie, jeśli Putin umrze? Czy Zachód jest przygotowany na chaos w Rosji? Jakie błędy popełniły kraje NATO i dlaczego ciągle działają z opóźnieniem?

Arleta dzieli się swoimi osobistymi doświadczeniami i emocjami – opowiada, dlaczego nie pojechała już więcej do Rosji, choć wcześniej robiła tam materiały jako korespondentka. Mówi wprost: dziś taka podróż to ryzyko, które może skończyć się więzieniem lub wymianą zakładników. Wskazuje też, że wielu Rosjan szczerze wierzy, że NATO to wróg – a propaganda Putina działa znacznie skuteczniej, niż Zachód chciałby przyznać.

🎯 W odcinku usłyszysz m.in.:
 • Dlaczego Zachód nie wiedział, jak zareagować na aneksję Krymu – i czy zrobiłby to samo ponownie?
 • Co może się wydarzyć po śmierci Putina – i dlaczego niekoniecznie będzie to „okno możliwości”?
 • Czy NATO naprawdę odstrasza Rosję – czy przeciwnie: prowokuje ją?
 • Jakie są granice ryzyka dziennikarskiego w autorytarnych państwach?
 • Dlaczego nie ma dziś jednoznacznej odpowiedzi na pytanie „czy będzie wojna”?

🔍 To odcinek pełen wiedzy, konkretu i emocji. Jeśli interesuje cię geopolityka, bezpieczeństwo, sytuacja w Rosji i przyszłość świata – nie możesz tego przegapić.

00:00-02:17 – Start
02:18-09:51– Negocjacje Rosja–Ukraina: realna szansa czy polityczny teatr?
09:52-12:07 – Czy dzisiaj Arleta pojechałaby do Rosji mimo ryzyka aresztu?
12:08-20:07 – Skutki sankcji: jak spadł standard życia zwykłych Rosjan
20:08-23:26 – Bunt społeczeństwa czy presja Zachodu – czego boi się Kreml?
23:27-48:03 – Korupcja i mechanizmy władzy na Kremlu – kto naprawdę rządzi?
48:04-01:01:27 – Jak Polacy „oswajają” codzienność z wojną za granicą
01:01:28-01:05:27– Zawieszenie broni a powrót Donalda Trumpa – co może się zmienić?
01:05:28– Skąd bierze się polski „love-hate” do Rosji?","Arleta Bojke, PUTIN się nie cofnie. Czy Polska jest następna? Mocne słowa Arlety Bojke., Putin, Rosja, Geopolityka, śmierć putina, rosja 2025, nato, zachód, ukraina, wojna rosja ukraina, konflikt zbrojny, bezpieczeństwo, rozmowy w dresie, anna kolasinska szemraj",long,5343,392,36,0,hd,true,True,27,"Czy Zachód, Czy Polska, Arlety Bojke, Donalda Trumpa, Arleta Bojke, Dlaczego Zachód, Negocjacje Rosja, Jak Polacy",FTr2Jo5VD3M,PT1H14M3S,https://i.ytimg.com/vi/FTr2Jo5VD3M/default.jpg
Ania Kolasinska Szemraj,UCR65XPQSlBKYpNsCYXgAk8w,2025-07-29,16:21,Jakie plany miał Minister Ziobro vs Rozwodów? #rozwód,,,shorts,3045,27,1,0,hd,false,True,27,Minister Ziobro,yfmSEXqkehE,PT35S,https://i.ytimg.com/vi/yfmSEXqkehE/default.jpg
Ania Kolasinska Szemraj,UCR65XPQSlBKYpNsCYXgAk8w,2025-07-29,04:19,Czym jest alienacja rodzicielska? #rozwód #alienacja,,,shorts,3525,28,2,0,hd,false,True,27,,0ih-Uiedi9c,PT49S,https://i.ytimg.com/vi/0ih-Uiedi9c/default.jpg
Ania Kolasinska Szemraj,UCR65XPQSlBKYpNsCYXgAk8w,2025-07-28,16:36,Koniec z płaceniem alimentów? #alimenty #rozwód,,,shorts,10784,100,4,0,hd,false,True,27,,Nux-nc0Bzxg,PT56S,https://i.ytimg.com/vi/Nux-nc0Bzxg/default.jpg
Ania Kolasinska Szemraj,UCR65XPQSlBKYpNsCYXgAk8w,2025-07-28,16:00,Koniec ALIMENTÓW? Rewolucja w rozwodach! Prawnik tłumaczy!,"🧨 Największa zmiana w prawie rozwodowym od lat 60! Co się stanie z alimentami i orzekaniem o winie?

W tym odcinku „Rozmów w Dresie” wracamy z Elizą Kuna – prawniczką i komentatorką medialną, aby porozmawiać o rewolucyjnych zmianach w prawie rodzinnym, które mogą zmienić wszystko, co wiemy o rozwodach w Polsce. Mówimy wprost: koniec z orzekaniem o winie, nowy sposób przyznawania alimentów, deregulacje Ministerstwa Sprawiedliwości, alienacja rodzicielska, a nawet… przypadek Jacka Kurskiego i unieważnienia ślubu kościelnego.

👨‍⚖️ Czy w Polsce naprawdę będzie można się rozwieść „po cichu”?
👩‍👦 Czy alienacja rodzicielska zniknie z języka psychologii i sądów?
📉 Dlaczego ten temat wywołuje burzę wśród polityków i prawników?

🔍 Dowiedz się:
 • Co dokładnie zmienia się w kodeksie rodzinnym
 • Dlaczego alimenty mogą wyglądać zupełnie inaczej
 • Czy Ziobro miał wpływ na reformy rozwodowe
 • Jak wygląda walka o dziecko w świetle nowych przepisów

📌 Pytanie do Was:
Czy jesteście ZA tym, żeby znieść orzekanie o winie przy rozwodzie?
A może to furtka dla tych, którzy uciekają od odpowiedzialności?

🧠 Podzielcie się swoją opinią – to temat, który dotyczy tysięcy rodzin w Polsce.

🎙️ Jeśli cenisz szczere rozmowy o trudnych tematach – subskrybuj kanał. Kolejne odcinki już wkrótce!

00:00-01:54 – Start  
01:55-05:28 – „Gorące tematy” sieci: alimenty, opieka naprzemienna i alienacja rodzicielska
05:29-09:38– Likwidacja alimentów na byłego małżonka – kto zyska, kto straci?
09:39-22:10 – Bogate rozwody: instrumentalna „wina” i batalie o miliony
22:11-24:21 – Rozwód u kierownika USC: procedura „miesiąc + podpis” dla par bez dzieci
24:22-26:45 – Ile państwo zaoszczędzi, gdy znikną wielotomowe akta „o winę”
26:46-29:38 – Zdrada w erze social mediów: granica „pozorów” a dowody w sądzie
29:39-38:16 – Czy frywolne żarty to już nielojalność? Dwie linie orzecznicze
38:17–46:27 - Dzieci w środku wojny: wysłuchania, OZSS i trauma na później
46:28-01:00:05 – Spiralna alienacja – jak zaczyna się od bólu brzucha, a kończy na policji
01:00:06 – Rozdzielność majątkowa, kredyty i długi: co MUSISZ wiedzieć przed ślubem","prawo rodzinne, rozwód, alimenty, alimenty na dziecko, orzekanie o winie, kodeks rodzinny, zmiany w prawie, rafał brzoska, rozwód 2025, prawo 2025, rozwód bez winy, Eliza Kuna, ania kolasinska podcast, Rozmowy w dresie, sprawiedliwość, Koniec ALIMENTÓW? Rewolucja w rozwodach! Prawnik tłumaczy!",long,28690,910,392,0,hd,true,True,27,"Jacka Kurskiego, Elizą Kuna, Ministerstwa Sprawiedliwości, Eliza Kuna, Czy Ziobro",r3taRUIID7g,PT1H5M59S,https://i.ytimg.com/vi/r3taRUIID7g/default.jpg
Ania Kolasinska Szemraj,UCR65XPQSlBKYpNsCYXgAk8w,2025-07-28,14:00,Czy wstyd to najsilniejsza emocja?,,,shorts,6333,56,0,0,hd,false,True,27,,posGaCJzBqU,PT38S,https://i.ytimg.com/vi/posGaCJzBqU/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-29,20:30,Czy osiągnięcie celu naprawdę może coś zmienić? Piotr Polo Przywarski,https://www.instagram.com/zurnalistapl/,,shorts,1556,22,0,0,hd,false,True,22,"Piotr Polo, Piotr Polo Przywarski",m87SQbniYqY,PT24S,https://i.ytimg.com/vi/m87SQbniYqY/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-29,20:30,"Piotr Polo Przywarski i jego ""chora historia""",https://www.instagram.com/zurnalistapl/,,long,1154,27,0,0,hd,false,True,22,"Piotr Polo, Piotr Polo Przywarski",X1J1zIkbpHc,PT1M11S,https://i.ytimg.com/vi/X1J1zIkbpHc/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-29,16:30,"Ekstremalna przestępczość, bieda i brud. Jak podróżuje Piotr Polo Przywarski","Rzucił wszystko i od 6 lat nie wrócił. Piotr „Polo” Przywarski o samotności, seksie i ucieczce od normalności

Co musi się wydarzyć, żeby spakować plecak i wyjechać bez biletu powrotnego? W wieku 28 lat Piotr Polo Przywarski rzucił pracę, sprzedał rzeczy i wyruszył w podróż, która miała trwać 3 miesiące. Minęło ponad 6 lat – nie wrócił.
W tej rozmowie opowiada o momentach strachu, głodu, przelotnych miłościach i o tym, co naprawdę zostaje z człowiekiem, który żyje poza systemem. Rozmawiamy o samotności w tropikach, podróżach bez happy endu, romansach, które zaczynają się i kończą na hostelowych łóżkach. Ale też o pisaniu książek, które są bardziej spowiedzią niż poradnikiem. O granicach wolności, o tym, co boli najbardziej, gdy kamera już nie nagrywa.
Polo to nie influencer od „bali na Bali”. To podróżnik, który zagląda tam, gdzie niektórzy boją się spojrzeć. A ja pytam bez kompromisów.


___
Rozdziały:
00:00 - Wstęp
01:42 - Wprowadzenie gościa i początki życia
03:49 - Prywatność i relacje osobiste
05:53 - Charakter i wrażliwość gościa
08:34 - Młodość, breakdance i hip-hop
11:26 - Muzyka i języki w młodości
12:40 - Wpływy muzyczne i początki rapu
14:24 - Tatuaż i bunt nastolatka
15:48 - Marzenia i wybór ścieżki edukacyjnej
21:04 - Nauka języków i ciekawość świata
24:07 - Czytanie i inspiracje z książek
25:07 - Pierwsze wakacje i podróże
26:20 - Studia, praca na budowie i życie studenckie
30:18 - Przełom i decyzja o zmianie życia
31:55 - Walka z nałogiem i wsparcie bliskich
33:47 - Próby i błędy w życiu osobistym
34:46 - Podróże i praca jako opiekun
36:46 - Ekstremalne warunki podróży i oszczędzanie
37:32 - Praca w Niemczech i życie codzienne
40:40 - Decyzja o porzuceniu studiów i praca na budowie
41:33 - Zamach w Nicei i zmiana planów
44:32 - Życie w Berlinie i codzienna rutyna
48:31 - Początki podróży autostopem i tanie podróżowanie
52:10 - Długość podróży i kalkulacje
53:58 - Pierwsze loty i przygody podróżnicze
54:54 - Praca w Berlinie i przerwy na podróże
55:51 - Lęki i ciekawość w podróży
58:14 - Pierwsze dni na Filipinach i wyzwania
01:00:37 - Reakcje bliskich na podróże i ryzyko
01:02:01 - Oszczędzanie i planowanie podróży
01:03:48 - Poznawanie lokalnej kultury i ludzi
01:05:17 - Podróże tanie i komfort podróżowania
01:07:53 - Sponsorzy i pasja podróżnicza
01:08:36 - Potrzeba stabilizacji i dalsze plany
01:11:02 - Początki kanału i rozwój działalności internetowej
01:13:12 - Trudności i wyzwania w prowadzeniu kanału
01:15:08 - Pierwsze filmy i początki vloga
01:17:12 - Podróże do niebezpiecznych miejsc i stereotypy
01:21:12 - Bezpieczeństwo w podróży i stereotypy o krajach
01:23:38 - Polityka migracyjna i społeczne obserwacje
01:27:48 - Bezpieczeństwo cyfrowe i podróże
01:30:18 - Cenzura i wolność słowa w podróży
01:38:07 - Kontrowersje i reakcje widzów
01:44:34 - Nauka języków i wyzwania językowe
01:47:23 - Książki i plany wydawnicze
01:49:36 - Doświadczenia seksualne w podróży
01:55:28 - Zabawne i trudne sytuacje w podróży
01:56:52 - Odpowiedzialność i bezpieczeństwo w relacjach
01:58:50 - Refleksje o sobie i podróżach
02:02:00 - Miejsca do zamieszkania i ulubione lokalizacje
02:04:07 - Odwaga i lęki
02:05:37 - Relacje z innymi podróżnikami
02:08:24 - Inspiracje i ulubieni twórcy podróżniczy
02:11:20 - Bezpieczeństwo kobiet w podróży
02:12:32 - Zmieniające życie doświadczenia podróżnicze
02:13:18 - Porady dotyczące tanich lotów
02:13:49 - Plany podróży do Sudanu i Korei Północnej
02:15:48 - Podsumowanie i życiowa mądrość
02:17:29 - Podziękowania i zakończenie",,long,8256,353,22,0,hd,false,False,22,"Piotr Polo, Piotr Polo Przywarski, Korei Północnej",GFp3b-pBHu8,PT2H17M32S,https://i.ytimg.com/vi/GFp3b-pBHu8/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-30,19:30,Włodzimierz Czarzasty o różnicy miedzy Konfederacją a Lewicą,https://www.instagram.com/zurnalistapl/,,long,3337,62,20,0,hd,false,True,22,Włodzimierz Czarzasty,bgGzXMQVqig,PT1M6S,https://i.ytimg.com/vi/bgGzXMQVqig/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-30,17:30,"Haiti: brud, syf i bieda – Piotr Polo Przywarski",https://www.instagram.com/zurnalistapl/,,long,6008,94,3,0,hd,false,True,22,"Piotr Polo, Piotr Polo Przywarski",fmrB7_oHI-w,PT1M14S,https://i.ytimg.com/vi/fmrB7_oHI-w/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-30,16:00,Piotr Polo Przywarski – czy kiedykolwiek bał się o przetrwanie kanału?,https://www.instagram.com/zurnalistapl/,,shorts,3573,44,0,0,hd,false,True,22,"Piotr Polo, Piotr Polo Przywarski",185C9xxMl_c,PT47S,https://i.ytimg.com/vi/185C9xxMl_c/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-30,14:30,Włodzimierz Czarzasty: Populizm w Polsce? To się nazywa Konfederacja,https://www.instagram.com/zurnalistapl/,,long,2333,20,2,0,hd,false,True,22,Włodzimierz Czarzasty,Dd0p23wG-3k,PT1M4S,https://i.ytimg.com/vi/Dd0p23wG-3k/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-30,13:00,"""Od dekady nie uprawiam s3ksu bez zabezpieczenia"" Piotr Polo Przywarski",https://www.instagram.com/zurnalistapl/,,long,1778,14,0,0,hd,false,True,22,"Piotr Polo, Piotr Polo Przywarski",NhZ3a3yNI60,PT1M11S,https://i.ytimg.com/vi/NhZ3a3yNI60/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-30,11:30,Piotr Polo Przywarski i afera o odcisk palca w Chinach,https://www.instagram.com/zurnalistapl/,,long,2797,34,1,0,hd,false,True,22,"Piotr Polo, Piotr Polo Przywarski",4aUm8UjlCtU,PT1M16S,https://i.ytimg.com/vi/4aUm8UjlCtU/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-30,10:00,Wyobrażacie sobie świat bez podatków? Włodzimierz Czarzasty,https://www.instagram.com/zurnalistapl/,,long,1453,13,9,0,hd,false,True,22,Włodzimierz Czarzasty,4sFdUs-NCac,PT1M7S,https://i.ytimg.com/vi/4sFdUs-NCac/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-30,08:30,Piotr Polo Przywarski – dlaczego nie lubił się z Cashem?,https://www.instagram.com/zurnalistapl/,,long,5193,50,4,0,hd,false,True,22,"Piotr Polo, Piotr Polo Przywarski",w4M-pe2ATGo,PT1M6S,https://i.ytimg.com/vi/w4M-pe2ATGo/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-30,07:00,Piotr Polo Przywarski – czy podróżujące kobiety czują się w Afganistanie bezpieczniej niż mężczyźni?,https://www.instagram.com/zurnalistapl/,,shorts,4309,55,0,0,hd,false,True,22,"Piotr Polo, Piotr Polo Przywarski",e9CRofceLJg,PT51S,https://i.ytimg.com/vi/e9CRofceLJg/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-29,13:01,Włodzimierz Czarzasty: nikt z nas nie znał Magdaleny Ogórek,https://www.instagram.com/zurnalistapl/,,shorts,10077,87,2,0,hd,false,False,22,"Włodzimierz Czarzasty, Magdaleny Ogórek",VtXID7tC9Zs,PT36S,https://i.ytimg.com/vi/VtXID7tC9Zs/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-29,08:00,Włodzimierz Czarzasty: każda poważna formacja powinna wystawić kandydata na prezydenta,https://www.instagram.com/zurnalistapl/,,long,4875,37,1,0,hd,false,False,22,Włodzimierz Czarzasty,bCwx-yyX4ow,PT1M11S,https://i.ytimg.com/vi/bCwx-yyX4ow/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-28,19:30,"Prawda o historii? Trzeba ją mówić, nawet jeśli boli – Włodzimierz Czarzasty",https://www.instagram.com/zurnalistapl/,,long,10278,98,15,0,hd,false,True,22,Włodzimierz Czarzasty,xfmJTf38j_w,PT1M18S,https://i.ytimg.com/vi/xfmJTf38j_w/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-28,17:30,"Włodzimierz Czarzasty: Spotkanie z Morawieckim? Tak, to była głupota.",https://www.instagram.com/zurnalistapl/,,shorts,16372,97,10,0,hd,false,True,22,Włodzimierz Czarzasty,oyMQxoZ5UWQ,PT39S,https://i.ytimg.com/vi/oyMQxoZ5UWQ/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-28,15:30,Włodzimierz Czarzasty – kto naprawdę uratował KPO?,https://www.instagram.com/zurnalistapl/,,shorts,5320,45,2,0,hd,false,True,22,Włodzimierz Czarzasty,R0xvpWZogQ0,PT56S,https://i.ytimg.com/vi/R0xvpWZogQ0/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-28,13:30,Włodzimierz Czarzasty o wystąpieniu Trzaskowskiego w Końskich,https://www.instagram.com/zurnalistapl/,,shorts,10713,76,11,0,hd,false,True,22,Włodzimierz Czarzasty,U4iEJTD_W8M,PT37S,https://i.ytimg.com/vi/U4iEJTD_W8M/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-28,11:30,Włodzimierz Czarzasty: Polska nie jest krajem lewicowym,https://www.instagram.com/zurnalistapl/,,long,9439,95,22,0,hd,false,True,22,Włodzimierz Czarzasty,NpLq-drv7Fo,PT1M12S,https://i.ytimg.com/vi/NpLq-drv7Fo/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-28,09:30,Łatwo być bohaterem w dobrych czasach – Włodzimierz Czarzasty,https://www.instagram.com/zurnalistapl/,,shorts,4840,58,10,0,hd,false,True,22,Włodzimierz Czarzasty,kDZUrDXl_VU,PT39S,https://i.ytimg.com/vi/kDZUrDXl_VU/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-28,07:30,Włodzimierz Czarzasty: polityka jest mądrą sztuką kompromisu,https://www.instagram.com/zurnalistapl/,,shorts,3981,41,5,0,hd,false,True,22,Włodzimierz Czarzasty,6ubqdZBkGSE,PT57S,https://i.ytimg.com/vi/6ubqdZBkGSE/default.jpg
Rezultaty,UCHLJtn227JgHhTJiQTQ4CGg,2025-07-30,07:58,Prawdziwi mężczyźni nie płaczą | Debata o depresji mężczyzn,,,shorts,2642,46,1,0,hd,false,True,22,,kIewoZv8CKY,PT49S,https://i.ytimg.com/vi/kIewoZv8CKY/default.jpg
