Channel_Name,Channel_ID,Date_of_Publishing,Hour_GMT2,Title,Description,Tags,video_type,View_Count,Like_Count,Comment_Count,Favorite_Count,Definition,Has_Captions,Licensed_Content,Topic_Categories,Names_Extracted,Video_ID,Duration,Thumbnail_URL
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-07-28,09:01,To nie twoja wina. System zarabia na twojej chorobie - dr Tadeusz Oleszczuk,,"podcast, cyprian majcher, wywiad, zdrowie, styl życia, dieta, sen, regeneracja, mikrobiom, Tadeusz Oleszczuk, ginekologia, profilaktyka, odporność, energia, dobre samopoczucie, równowaga, ciało i umysł, zdrowe nawyki, rozwój osobisty, zdrowa dieta, zdrowy styl życia, dr tadeusz oleszczuk",shorts,6297,154,8,0,hd,false,True,27,Tadeusz Oleszczuk,yO7FHP4TfMA,PT30S,https://i.ytimg.com/vi/yO7FHP4TfMA/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-07-28,07:00,"Pacjentki krążą między lekarzami, a nikt nie mówi dlaczego - dr Tadeusz Oleszczuk",,"podcast, cyprian majcher, wywiad, zdrowie, styl życia, dieta, sen, regeneracja, mikrobiom, Tadeusz Oleszczuk, ginekologia, profilaktyka, odporność, energia, dobre samopoczucie, równowaga, ciało i umysł, zdrowe nawyki, rozwój osobisty, zdrowa dieta, zdrowy styl życia, dr tadeusz oleszczuk",shorts,5314,162,0,0,hd,false,True,27,Tadeusz Oleszczuk,T0MHGuz6dqU,PT36S,https://i.ytimg.com/vi/T0MHGuz6dqU/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-07-27,19:00,"Odszedłem od systemu, bo leczyliśmy tylko objawy - dr Tadeusz Oleszczuk",,"podcast, cyprian majcher, wywiad, zdrowie, styl życia, dieta, sen, regeneracja, mikrobiom, Tadeusz Oleszczuk, ginekologia, profilaktyka, odporność, energia, dobre samopoczucie, równowaga, ciało i umysł, zdrowe nawyki, rozwój osobisty, zdrowa dieta, zdrowy styl życia, dr tadeusz oleszczuk",long,8027,449,6,0,hd,false,True,27,Tadeusz Oleszczuk,D4UFgYrBsdc,PT1M36S,https://i.ytimg.com/vi/D4UFgYrBsdc/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-07-27,15:42,Prawdziwe lekarstwo to jedzenie! Jak długo żyć z dala od apteki? dr Tadeusz Oleszczuk,"Dr n. med. Tadeusz Oleszczuk to lekarz  z ponad 35-letnim doświadczeniem. Zajmuje się holistycznym podejściem do zdrowia, łącząc medycynę, dietę i styl życia. Autor popularnych książek o hormonach, mikrobiocie i profilaktyce zdrowotnej.

Dr Tadeusz Oleszczuk w prosty i konkretny sposób wyjaśnia, jak styl życia wpływa na nasze hormony, zdrowie i samopoczucie. Rozmawiamy o znaczeniu snu, stresu, diety i świadomego podejścia do własnego ciała. Czy współczesna medycyna naprawdę pomaga, czy tylko maskuje objawy? To rozmowa, która może skłonić Cię do przewartościowania codziennych nawyków.

__________________________
Więcej materiałów z rozmowy znajdziesz na: 
☚ IG: https://www.instagram.com/cyprianmajcher/
☚ FB: https://www.facebook.com/elitementalitypodcast/


✅ Kliknij SUBSKRYBUJ, by nie przegapić kolejnych odcinków.
👍 Zostaw KOMENTARZ i łapkę w górę, jeśli cenisz wartościowe rozmowy.


Podcast dostępny także na:
☚ Spotify http://tiny.cc/elitementalityspotify
☚ Apple Podcast http://tinny.cc/elitementalityapple

__________________________
☚ Partnerem podcastu jest Solve Labs. 
Naturalne wspomaganie ciała i umysłu na bazie naturalnych ekstraktów. 
Hasło zniżkowe z najwyższą na rynku zniżką: elitementality12
Więcej informacji na stronie https://www.solvelabs.eu

__________________________
☚ Partnerem odcinka jest sklep SFD. 
Zdrowa żywność bez cukru i wysokiej jakości suplementy.
Hasło zniżkowe: ELITEMENTALITY
Więcej informacji na stronie: https://sklep.sfd.pl

__________________________
📩  Współpraca:
Napisz: cyprian.majcher@gmail.com

ROZDZIAŁY:
00:00:00 Dzisiaj w odcinku. 
00:01:20 Dlaczego studia medyczne nie uczą? 
00:04:10 Lekarze nie szukają przyczyny. 
00:08:15 Lekarz który walczy z systemem.
00:14:40 Zdrowie to 75% diety i stylu życia
00:17:20 Dlaczego nie iść odrazu do lekarza? 
00:22:00 Post przerywany
00:32:00 Czego potrzebuje ciało?
00:36:40 Skąd biorą się nowotwory?
00:41:15 Dlaczego dzieci rodzą się niezdrowe? 
00:42:50 Płodność
00:44:50 Libido u mężczyzn
00:48;00 Czego nie wiemy o seksie? 
00:52:50 Czego nie wiemy o jedzeniu? 
01:02:00 Produkty na długowieczność
01:07:35 Dlaczego straszą nas słońce? 
01:11:40 Cholesterol jest zdrowy?
01:12:50 Terapia zastępcza testosteronem 
01:19:50 Leczenie chorób nieuleczalnych.

#zdrowie #zdrowenawyki #dieta","podcast, cyprian majcher, wywiad, zdrowie, styl życia, dieta, sen, regeneracja, mikrobiom, Tadeusz Oleszczuk, ginekologia, profilaktyka, odporność, energia, dobre samopoczucie, równowaga, ciało i umysł, zdrowe nawyki, rozwój osobisty, zdrowa dieta, zdrowy styl życia, dr tadeusz oleszczuk",long,104278,4951,489,0,hd,false,True,27,"Solve Labs, Dr Tadeusz Oleszczuk, Apple Podcast, Dr Tadeusz, Tadeusz Oleszczuk",pY08baAoJ1o,PT1H21M19S,https://i.ytimg.com/vi/pY08baAoJ1o/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-07-27,12:01,Planował zdobyć Ama Dablam. Co poszło nie tak? - Podróże Wojownika,,"podcast, cyprian majcher, wywiad, podróże wojownika podcast, życie w korei północnej, tajlandia vlog, życie w podróży, prawda o korei północnej, fame mma piotr pająk, wojownik w podróży, podróże wojownika, korea północna, podróże, filmy podróżnicze, vlog travel, vlog podróżniczy, north korea, travel tips",shorts,11173,118,3,0,hd,false,True,17,"Podróże Wojownika, Ama Dablam",m-ew14lJyvI,PT58S,https://i.ytimg.com/vi/m-ew14lJyvI/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-07-27,07:00,"Gdybym chciał tylko odhaczać kraje, dawno miałbym zaliczony cały świat - Podróże Wojownika",,"podcast, cyprian majcher, wywiad, podróże wojownika podcast, życie w korei północnej, tajlandia vlog, życie w podróży, prawda o korei północnej, fame mma piotr pająk, wojownik w podróży, podróże wojownika, korea północna, podróże, filmy podróżnicze, vlog travel, vlog podróżniczy, north korea, travel tips",shorts,15095,170,6,0,hd,false,True,17,Podróże Wojownika,uuSjlGPIwY0,PT1M,https://i.ytimg.com/vi/uuSjlGPIwY0/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-07-29,19:00,Jakie produkty naprawdę wspierają długowieczność? - dr Tadeusz Oleszczuk,,"podcast, cyprian majcher, wywiad, zdrowie, styl życia, dieta, sen, regeneracja, mikrobiom, Tadeusz Oleszczuk, ginekologia, profilaktyka, odporność, energia, dobre samopoczucie, równowaga, ciało i umysł, zdrowe nawyki, rozwój osobisty, zdrowa dieta, zdrowy styl życia, dr tadeusz oleszczuk",shorts,4505,205,4,0,hd,false,True,27,Tadeusz Oleszczuk,VYuyVFGYTCw,PT1M,https://i.ytimg.com/vi/VYuyVFGYTCw/default.jpg
Bez Tajemnic,UC3nR9oo0Yg95FTO9DcuQaSg,2025-07-29,16:30,POWRÓT DO SPRAWY ANDRZEJA LEPPERA #podcast #shorts,#podcast #shorts,"beztajemnic, bez tajemnic, podcast, wywiad, ciekawe, podcasty, dlaciebie, fyp, sprawdzam jak, dymitr, opowieści, słuchanie, polska, wywiady, gwiazdy",shorts,1279,34,1,0,hd,false,True,22,,FfC82sADJzs,PT56S,https://i.ytimg.com/vi/FfC82sADJzs/default.jpg
Bez Tajemnic,UC3nR9oo0Yg95FTO9DcuQaSg,2025-07-29,11:45,ZAINTERESOWANIE SPRAWĄ ANDRZEJA LEPPERA #podcast #shorts,#podcast #shorts,"beztajemnic, bez tajemnic, podcast, wywiad, ciekawe, podcasty, dlaciebie, fyp, sprawdzam jak, dymitr, opowieści, słuchanie, polska, wywiady, gwiazdy",shorts,1834,48,1,0,hd,false,True,22,,JsfvqAGbBD4,PT50S,https://i.ytimg.com/vi/JsfvqAGbBD4/default.jpg
Bez Tajemnic,UC3nR9oo0Yg95FTO9DcuQaSg,2025-07-29,05:15,PRAWDA PONAD WSZYSTKO #podcast #shorts,#podcast #shorts,"beztajemnic, bez tajemnic, podcast, wywiad, ciekawe, podcasty, dlaciebie, fyp, sprawdzam jak, dymitr, opowieści, słuchanie, polska, wywiady, gwiazdy",shorts,2302,47,1,0,hd,false,True,22,,OzEhyDNVJpA,PT54S,https://i.ytimg.com/vi/OzEhyDNVJpA/default.jpg
Bez Tajemnic,UC3nR9oo0Yg95FTO9DcuQaSg,2025-07-28,16:45,KTO POWINIEN RZĄDZIĆ POLSKĄ #podcast #shorts,#podcast #shorts,"beztajemnic, bez tajemnic, podcast, wywiad, ciekawe, podcasty, dlaciebie, fyp, sprawdzam jak, dymitr, opowieści, słuchanie, polska, wywiady, gwiazdy",shorts,2753,79,7,0,hd,false,True,22,,ybJIrZKEKhM,PT1M,https://i.ytimg.com/vi/ybJIrZKEKhM/default.jpg
Bez Tajemnic,UC3nR9oo0Yg95FTO9DcuQaSg,2025-07-28,10:30,INWIGILACJA ANDRZEJA LEPPERA #podcast #shorts,#podcast #shorts,"beztajemnic, bez tajemnic, podcast, wywiad, ciekawe, podcasty, dlaciebie, fyp, sprawdzam jak, dymitr, opowieści, słuchanie, polska, wywiady, gwiazdy",shorts,2598,56,1,0,hd,false,True,22,,OCJA3UVOukw,PT1M,https://i.ytimg.com/vi/OCJA3UVOukw/default.jpg
Bez Tajemnic,UC3nR9oo0Yg95FTO9DcuQaSg,2025-07-28,05:45,ZWIĄZKI DONALDA TUSKA #podcast #shorts,#podcast #shorts,"beztajemnic, bez tajemnic, podcast, wywiad, ciekawe, podcasty, dlaciebie, fyp, sprawdzam jak, dymitr, opowieści, słuchanie, polska, wywiady, gwiazdy",shorts,10187,283,5,0,hd,false,True,22,,n_g9UXlGN2A,PT56S,https://i.ytimg.com/vi/n_g9UXlGN2A/default.jpg
Bez Tajemnic,UC3nR9oo0Yg95FTO9DcuQaSg,2025-07-27,16:00,"""TAJEMNICE MUZUŁMANÓW I ISLAMU - CO SKRYWA KORAN?"" ISLAMSKI KSIĄDZ O ZAKAZACH","Dwudziesty dziewiąty odcinek siódmego sezonu podcastu ""Bez Tajemnic"" w którym rozmawiałem z Omarem, który jest imamem. Pamiętajcie, że podcasty możecie odsłuchać również na Spotify!","beztajemnic, bez tajemnic, podcast, wywiad, ciekawe, podcasty, dlaciebie, fyp, sprawdzam jak, dymitr, opowieści, słuchanie, polska, wywiady, gwiazdy",long,19194,686,128,0,hd,false,True,22,Bez Tajemnic,hkLLAT2MCew,PT1H13M45S,https://i.ytimg.com/vi/hkLLAT2MCew/default.jpg
Bez Tajemnic,UC3nR9oo0Yg95FTO9DcuQaSg,2025-07-27,08:00,ILE SPALA ŚMIGŁOWIEC #podcast #shorts,#podcast #shorts,"beztajemnic, bez tajemnic, podcast, wywiad, ciekawe, podcasty, dlaciebie, fyp, sprawdzam jak, dymitr, opowieści, słuchanie, polska, wywiady, gwiazdy",shorts,3733,55,5,0,hd,false,True,22,,DINnKV9nFa4,PT35S,https://i.ytimg.com/vi/DINnKV9nFa4/default.jpg
Ania Kolasinska Szemraj,UCR65XPQSlBKYpNsCYXgAk8w,2025-07-29,16:21,Jakie plany miał Minister Ziobro vs Rozwodów? #rozwód,,,shorts,1938,22,0,0,hd,false,False,27,Minister Ziobro,yfmSEXqkehE,PT35S,https://i.ytimg.com/vi/yfmSEXqkehE/default.jpg
Ania Kolasinska Szemraj,UCR65XPQSlBKYpNsCYXgAk8w,2025-07-29,04:19,Czym jest alienacja rodzicielska? #rozwód #alienacja,,,shorts,2221,21,2,0,hd,false,False,27,,0ih-Uiedi9c,PT49S,https://i.ytimg.com/vi/0ih-Uiedi9c/default.jpg
Ania Kolasinska Szemraj,UCR65XPQSlBKYpNsCYXgAk8w,2025-07-28,16:36,Koniec z płaceniem alimentów? #alimenty #rozwód,,,shorts,9647,88,4,0,hd,false,True,27,,Nux-nc0Bzxg,PT56S,https://i.ytimg.com/vi/Nux-nc0Bzxg/default.jpg
Ania Kolasinska Szemraj,UCR65XPQSlBKYpNsCYXgAk8w,2025-07-28,16:00,Koniec ALIMENTÓW? Rewolucja w rozwodach! Prawnik tłumaczy!,"🧨 Największa zmiana w prawie rozwodowym od lat 60! Co się stanie z alimentami i orzekaniem o winie?

W tym odcinku „Rozmów w Dresie” wracamy z Elizą Kuna – prawniczką i komentatorką medialną, aby porozmawiać o rewolucyjnych zmianach w prawie rodzinnym, które mogą zmienić wszystko, co wiemy o rozwodach w Polsce. Mówimy wprost: koniec z orzekaniem o winie, nowy sposób przyznawania alimentów, deregulacje Ministerstwa Sprawiedliwości, alienacja rodzicielska, a nawet… przypadek Jacka Kurskiego i unieważnienia ślubu kościelnego.

👨‍⚖️ Czy w Polsce naprawdę będzie można się rozwieść „po cichu”?
👩‍👦 Czy alienacja rodzicielska zniknie z języka psychologii i sądów?
📉 Dlaczego ten temat wywołuje burzę wśród polityków i prawników?

🔍 Dowiedz się:
 • Co dokładnie zmienia się w kodeksie rodzinnym
 • Dlaczego alimenty mogą wyglądać zupełnie inaczej
 • Czy Ziobro miał wpływ na reformy rozwodowe
 • Jak wygląda walka o dziecko w świetle nowych przepisów

📌 Pytanie do Was:
Czy jesteście ZA tym, żeby znieść orzekanie o winie przy rozwodzie?
A może to furtka dla tych, którzy uciekają od odpowiedzialności?

🧠 Podzielcie się swoją opinią – to temat, który dotyczy tysięcy rodzin w Polsce.

🎙️ Jeśli cenisz szczere rozmowy o trudnych tematach – subskrybuj kanał. Kolejne odcinki już wkrótce!

00:00-01:54 – Start  
01:55-05:28 – „Gorące tematy” sieci: alimenty, opieka naprzemienna i alienacja rodzicielska
05:29-09:38– Likwidacja alimentów na byłego małżonka – kto zyska, kto straci?
09:39-22:10 – Bogate rozwody: instrumentalna „wina” i batalie o miliony
22:11-24:21 – Rozwód u kierownika USC: procedura „miesiąc + podpis” dla par bez dzieci
24:22-26:45 – Ile państwo zaoszczędzi, gdy znikną wielotomowe akta „o winę”
26:46-29:38 – Zdrada w erze social mediów: granica „pozorów” a dowody w sądzie
29:39-38:16 – Czy frywolne żarty to już nielojalność? Dwie linie orzecznicze
38:17–46:27 - Dzieci w środku wojny: wysłuchania, OZSS i trauma na później
46:28-01:00:05 – Spiralna alienacja – jak zaczyna się od bólu brzucha, a kończy na policji
01:00:06 – Rozdzielność majątkowa, kredyty i długi: co MUSISZ wiedzieć przed ślubem","prawo rodzinne, rozwód, alimenty, alimenty na dziecko, orzekanie o winie, kodeks rodzinny, zmiany w prawie, rafał brzoska, rozwód 2025, prawo 2025, rozwód bez winy, Eliza Kuna, ania kolasinska podcast, Rozmowy w dresie, sprawiedliwość, Koniec ALIMENTÓW? Rewolucja w rozwodach! Prawnik tłumaczy!",long,13105,420,141,0,hd,true,True,27,"Jacka Kurskiego, Elizą Kuna, Ministerstwa Sprawiedliwości, Eliza Kuna, Czy Ziobro",r3taRUIID7g,PT1H5M59S,https://i.ytimg.com/vi/r3taRUIID7g/default.jpg
Ania Kolasinska Szemraj,UCR65XPQSlBKYpNsCYXgAk8w,2025-07-28,14:00,Czy wstyd to najsilniejsza emocja?,,,shorts,4328,43,0,0,hd,false,True,27,,posGaCJzBqU,PT38S,https://i.ytimg.com/vi/posGaCJzBqU/default.jpg
Ania Kolasinska Szemraj,UCR65XPQSlBKYpNsCYXgAk8w,2025-07-27,04:18,Czy każda matka kocha swoje dziecko? #macierzyństwo,,,shorts,12820,155,5,0,hd,false,True,27,,2Pz5l6iLYXE,PT30S,https://i.ytimg.com/vi/2Pz5l6iLYXE/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-29,13:01,Włodzimierz Czarzasty: nikt z nas nie znał Magdaleny Ogórek,https://www.instagram.com/zurnalistapl/,,shorts,5088,57,2,0,hd,false,False,22,"Włodzimierz Czarzasty, Magdaleny Ogórek",VtXID7tC9Zs,PT36S,https://i.ytimg.com/vi/VtXID7tC9Zs/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-29,08:00,Włodzimierz Czarzasty: każda poważna formacja powinna wystawić kandydata na prezydenta,https://www.instagram.com/zurnalistapl/,,long,2867,28,1,0,hd,false,False,22,Włodzimierz Czarzasty,bCwx-yyX4ow,PT1M11S,https://i.ytimg.com/vi/bCwx-yyX4ow/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-28,19:30,"Prawda o historii? Trzeba ją mówić, nawet jeśli boli – Włodzimierz Czarzasty",https://www.instagram.com/zurnalistapl/,,long,8416,91,11,0,hd,false,True,22,Włodzimierz Czarzasty,xfmJTf38j_w,PT1M18S,https://i.ytimg.com/vi/xfmJTf38j_w/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-28,17:30,"Włodzimierz Czarzasty: Spotkanie z Morawieckim? Tak, to była głupota.",https://www.instagram.com/zurnalistapl/,,shorts,14916,92,10,0,hd,false,True,22,Włodzimierz Czarzasty,oyMQxoZ5UWQ,PT39S,https://i.ytimg.com/vi/oyMQxoZ5UWQ/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-28,15:30,Włodzimierz Czarzasty – kto naprawdę uratował KPO?,https://www.instagram.com/zurnalistapl/,,shorts,4428,42,2,0,hd,false,True,22,Włodzimierz Czarzasty,R0xvpWZogQ0,PT56S,https://i.ytimg.com/vi/R0xvpWZogQ0/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-28,13:30,Włodzimierz Czarzasty o wystąpieniu Trzaskowskiego w Końskich,https://www.instagram.com/zurnalistapl/,,shorts,9611,70,10,0,hd,false,True,22,Włodzimierz Czarzasty,U4iEJTD_W8M,PT37S,https://i.ytimg.com/vi/U4iEJTD_W8M/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-28,11:30,Włodzimierz Czarzasty: Polska nie jest krajem lewicowym,https://www.instagram.com/zurnalistapl/,,long,8005,88,19,0,hd,false,True,22,Włodzimierz Czarzasty,NpLq-drv7Fo,PT1M12S,https://i.ytimg.com/vi/NpLq-drv7Fo/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-28,09:30,Łatwo być bohaterem w dobrych czasach – Włodzimierz Czarzasty,https://www.instagram.com/zurnalistapl/,,shorts,3937,53,10,0,hd,false,True,22,Włodzimierz Czarzasty,kDZUrDXl_VU,PT39S,https://i.ytimg.com/vi/kDZUrDXl_VU/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-28,07:30,Włodzimierz Czarzasty: polityka jest mądrą sztuką kompromisu,https://www.instagram.com/zurnalistapl/,,shorts,3160,39,4,0,hd,false,True,22,Włodzimierz Czarzasty,6ubqdZBkGSE,PT57S,https://i.ytimg.com/vi/6ubqdZBkGSE/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-27,19:00,Włodzimierz Czarzasty o Hołowni: czasami wolę Szymona oglądać niż słuchać,https://www.instagram.com/zurnalistapl/,,shorts,15436,114,10,0,hd,false,True,22,Włodzimierz Czarzasty,Xw69_TgmbjA,PT30S,https://i.ytimg.com/vi/Xw69_TgmbjA/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-27,17:00,SZYMONA WOLĘ OGLĄDAĆ NIŻ SŁUCHAĆ. Włodzimierz Czarzasty o tym jak być liderem Lewicy,"Jak wygląda droga od bezwzględnego karierowicza do lidera, który – choć wciąż budzi kontrowersje – mówi o odpowiedzialności, pokorze i cenie władzy? W najnowszym odcinku „Żurnalista. Rozmowy bez kompromisów” Włodzimierz Czarzasty odsłania nieznane oblicze: opowiada o latach, gdy – jak sam przyznaje – „był bucem”, o uzależnieniu od sukcesu, o momentach zwątpienia i o tym, co naprawdę zmieniło jego podejście do ludzi. Rozmawiamy o błędach, które uczą więcej niż triumfy, o granicy między ideą a cynizmem, o strachu przed przemijaniem i o sile, jaką daje świadomość własnych słabości.

Ta rozmowa to nie polityczna kłótnia, ale spokojne spojrzenie w lustro – pełne autorefleksji i trudnych pytań: czy władza zawsze deprawuje? ile w nas zostaje z młodzieńczych ideałów? i dlaczego warto umieć powiedzieć „przepraszam”? Jeśli szukasz szczerej opowieści o zmianie, odpowiedzialności i odkrywaniu siebie po latach – zostań z nami do końca.

Rozdziały:

00:00 - Wstęp
01:22 - Początki i pasja czytania
05:03 - Wpływ rodziny i dzieciństwo na rozwój zainteresowań
12:30 - Zainteresowanie przyrodą i ptakami
17:23 - Muzyka i dzieciństwo – szkoła muzyczna i pasje
20:35 - Wspomnienia z dzieciństwa i młodości
24:19 - Wybór studiów i początki kariery
29:34 - Studia i życie studenckie
31:57 - Muzyczne gusta i wspomnienia z koncertów
36:25 - Stan wojenny i jego odbiór
43:07 - Ocena postaci historycznych i politycznych
45:04 - Członkostwo w PZPR i początki działalności politycznej
47:44 - Studenckie organizacje i początki kariery politycznej
52:19 - Początki biznesu wydawniczego
01:02:06 - Sukcesy i wyzwania w biznesie wydawniczym
01:03:55 - Wejście do polityki i pierwsze doświadczenia
01:06:14 - Działalność w Krajowej Radzie Radiofonii i Telewizji
01:12:26 - Afera Rywina i jej konsekwencje
01:18:15 - Przesłuchania i walka w aferze Rywina
01:20:21 - Zdrowie i refleksje nad życiem
01:22:13 - Polityka i odpowiedzialność
01:25:28 - Wybory i problemy zdrowotne
01:27:18 - Problemy zdrowotne i ich wpływ na karierę
01:28:07 - Kryzys SLD i odbudowa lewicy
01:31:20 - Antyklerykalizm i rola Kościoła w Polsce
01:33:39 - Historia Polski i prawda historyczna
01:36:15 - Polityka i Krajowy Plan Odbudowy (KPO)
01:39:15 - Bieżąca polityka i koalicje
01:42:31 - Wybory samorządowe i rola lewicy
01:45:14 - Przedterminowe wybory i ocena koalicji rządzącej
01:47:28 - Polityka społeczna i kompromisy
01:51:08 - Problemy mieszkaniowe i odpowiedzialność polityczna
01:53:04 - Trudne czasy i rola polityków
01:55:26 - Popularność polityków i media
01:57:19 - Umiejętność trwania i stabilność w polityce
01:59:06 - Ocena partii politycznych i ich przyszłość
02:00:20 - Wyzwania współczesnej polityki i populizm
02:02:24 - Krytyka populizmu i realia polityczne
02:06:49 - Kłamstwo jako narzędzie polityczne
02:09:28 - Lewica w Polsce – wyzwania i potencjał
02:13:39 - Podsumowanie i zapowiedź kolejnej rozmowy",,long,24418,735,187,0,hd,false,True,22,"Krajowej Radzie, Krajowej Radzie Radiofonii, Włodzimierz Czarzasty, Historia Polski, Afera Rywina, Krajowy Plan Odbudowy, Krajowy Plan",xAlcmfIrDw4,PT2H14M39S,https://i.ytimg.com/vi/xAlcmfIrDw4/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-27,13:00,"Marcin Majewski – czy są fragmenty Biblii, które dziś powinno się przemilczeć?",https://www.instagram.com/zurnalistapl/,,shorts,116389,1375,106,0,hd,false,True,22,Marcin Majewski,MJUnZTVN4lE,PT30S,https://i.ytimg.com/vi/MJUnZTVN4lE/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-27,08:00,Źle przetłumaczona Biblia? Skąd te błędy? Marcin Majewski,https://www.instagram.com/zurnalistapl/,,long,272174,3593,186,0,hd,false,True,22,Marcin Majewski,J_oQpkes9us,PT1M5S,https://i.ytimg.com/vi/J_oQpkes9us/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-29,20:30,Czy osiągnięcie celu naprawdę może coś zmienić? Piotr Polo Przywarski,https://www.instagram.com/zurnalistapl/,,shorts,1556,22,0,0,hd,false,True,22,"Piotr Polo, Piotr Polo Przywarski",m87SQbniYqY,PT24S,https://i.ytimg.com/vi/m87SQbniYqY/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-29,20:30,"Piotr Polo Przywarski i jego ""chora historia""",https://www.instagram.com/zurnalistapl/,,long,1154,27,0,0,hd,false,True,22,"Piotr Polo, Piotr Polo Przywarski",X1J1zIkbpHc,PT1M11S,https://i.ytimg.com/vi/X1J1zIkbpHc/default.jpg
